filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
a007_20_30.wav,0.6948167977839655,0.02657870203256607,1364.7058719700171,1986.209261768283,3164.2317557279584,0.03530126160092807,-346.4297002057762,108.16104872409642,-5.010263174072478,54.253110811374825,7.085157827200623,31.25197196840714,20.537994558462824,9.473626692972195,18.291172600096957,5.777049827426493,9.840322508790559,6.86302724815873,6.082835208837546,5.599838641673794,-0.5441385642183338,6.447170753690413,0.10735296109744058,5.729502843912944,-1.8708218501082272,4.570477714563737,beach
a014-01-01-10_20.wav,0.741686716445027,0.004577295389026403,2277.8005410114447,2388.9476727353303,4858.834888431699,0.07750077037412993,-431.045631347538,81.18840435463099,-19.98368141829599,40.36643631867418,-8.338377325374857,21.39797640106785,10.862640234466083,9.006715287613854,14.51417309954351,3.4725559762473774,8.460702595742575,10.371519335960022,7.1415544285769235,9.786799742835216,1.23960837022042,11.92158529786293,0.034888241320351156,10.066215703690474,0.18132133824057578,8.607600334179466,beach
a014-01-01-160_170.wav,0.7036635242697917,0.004202117677778006,1986.9674604459624,2302.6455927313527,4531.140504912268,0.06100456786542923,-440.4215082186774,98.37557043415299,-15.480722550842783,40.07987508864578,-4.677768373173481,26.080516605636355,12.087951723475374,7.563931938249665,15.719911271078232,4.94356915325789,5.9235524918724805,8.353411387374452,6.055959967658225,9.052860963573425,-1.3270683316559542,11.732652697503715,-0.9960320896288175,8.226507878396712,-1.9671333438122902,6.45643943986307,beach
a014_10_20.wav,0.741686716445027,0.004577295389026403,2277.8005410114447,2388.9476727353303,4858.834888431699,0.07750077037412993,-431.045631347538,81.18840435463099,-19.98368141829599,40.36643631867418,-8.338377325374857,21.39797640106785,10.862640234466083,9.006715287613854,14.51417309954351,3.4725559762473774,8.460702595742575,10.371519335960022,7.1415544285769235,9.786799742835216,1.23960837022042,11.92158529786293,0.034888241320351156,10.066215703690474,0.18132133824057578,8.607600334179466,beach
a014_160_170.wav,0.7036635242697917,0.004202117677778006,1986.9674604459624,2302.6455927313527,4531.140504912268,0.06100456786542923,-440.4215082186774,98.37557043415299,-15.480722550842783,40.07987508864578,-4.677768373173481,26.080516605636355,12.087951723475374,7.563931938249665,15.719911271078232,4.94356915325789,5.9235524918724805,8.353411387374452,6.055959967658225,9.052860963573425,-1.3270683316559542,11.732652697503715,-0.9960320896288175,8.226507878396712,-1.9671333438122902,6.45643943986307,beach
a015_170_180.wav,0.7727787251926904,0.008486136794090271,2088.5648645501574,2288.8332521844086,4583.549623422999,0.06990352196925755,-394.94505568129006,87.5540537159681,-26.623820266268183,41.19716940066404,-5.092776970589414,22.81405411747295,12.702670723232348,7.33533491023133,17.3605259728623,-0.11434666976319265,14.717113142664404,8.00246735388186,9.355041711518759,6.863922930981876,3.6234337170110833,11.71434957336739,-0.023593748676626697,9.744827482237609,-1.022346184289904,9.442369273898626,beach
a016-01-01-0_10.wav,0.5317362144329781,0.014179076999425888,1746.24261432795,2266.2479278064693,4436.339454031323,0.04933453270011601,-344.7641561799291,106.48653769863456,-9.468614606642607,34.57595309667821,0.9792323829438503,47.22043096237155,9.365686153778519,12.977651212557126,11.164020848448915,5.410961544724742,11.383584748737391,0.1308148894862393,5.778411462535378,3.0265306438861486,0.03880584996981684,4.717803699175178,-4.3482789538225,4.1780279749869935,-4.898828073075165,4.992706224040471,beach
a016-01-01-100_110.wav,0.6564048826034751,0.008777275681495667,1831.9513275160011,2407.6796435478514,4687.193776283352,0.038724894866589324,-406.4802373249823,102.58545815927091,-2.3303459465633463,26.570744896445063,-1.847446052808409,32.897847427657474,8.22807969500563,16.73496854720897,12.414115356848976,3.6161467562433844,11.334713899293128,5.975319977736881,9.288200270816175,7.393746619390492,1.7667835992971195,9.913909063043477,-1.9989293683765668,8.359167872233684,-2.1111423247610186,6.834717324304299,beach
a016-01-01-200_210.wav,0.3967278350184561,0.015651756897568703,1931.4831006432994,2338.402793420098,4692.0899570403135,0.05758093459976798,-330.6980676185386,97.58254707148551,-11.846112643701224,39.42976402887588,1.72796169639415,45.4150013172215,16.04848090679599,12.088950098966343,15.030326152543633,2.8003171696773173,6.8593382378458,-2.364104194667481,4.484346549346968,1.0823836775598294,-2.7048482636284352,5.93782495584356,-4.994710821320092,4.112545735743955,-7.407283002471004,2.7222612616371253,beach
a016_0_10.wav,0.5317362144329781,0.014179076999425888,1746.24261432795,2266.2479278064693,4436.339454031323,0.04933453270011601,-344.7641561799291,106.48653769863456,-9.468614606642607,34.57595309667821,0.9792323829438503,47.22043096237155,9.365686153778519,12.977651212557126,11.164020848448915,5.410961544724742,11.383584748737391,0.1308148894862393,5.778411462535378,3.0265306438861486,0.03880584996981684,4.717803699175178,-4.3482789538225,4.1780279749869935,-4.898828073075165,4.992706224040471,beach
